CROP_YEAR,STATE_CODE,STATE_ABBR,COUNTY_CODE,COUNTY_NAME,CROP_CODE,CROP_NAME,INSURANCE_PLAN_CODE,INSURANCE_PLAN_NAME,STAGE_CODE,COVERAGE_TYPE,COVERAGE_LEVEL,POLICIES_SOLD,POLICIES_EARNING_PREMIUM,POLICIES_INDEMNIFIED,UNITS_EARNING_PREMIUM,UNITS_INDEMNIFIED,QUANTITY_TYPE,NET_REPORTED_QUANTITY,COMPANION_QUANTITY,LIABILITY,TOTAL_PREMIUM,PRODUCER_PREMIUM,SUBSIDY,STATE_SUBSIDY,ADDITIONAL_SUBSIDY,INDEMNITY,LOSS_RATIO
2023,31,NE,167,Stanton                       ,41,Corn                          ,17,MP-HPO    ,A    ,RBUP,0.95,25,24,21,37,30,Acres                    ,0.0,9015,11473813.0,939873.0,415122,0,0,0,983339.0,1.0462466737527305
2023,20,KS ,69,Gray                          ,11,Wheat                         ,32,SCO-RP    ,A    ,RBUP,0.7,2,1,1,2,2,Acres                    ,0.0,28,1957.0,367.0,238,0,0,0,685.0,1.8664850136239781
2023,20,KS,147,Phillips                      ,41,Corn                          ,1,YP        ,A    ,RBUP,0.6,1,1,0,1,0,Acres                    ,110.0,0,36773.0,9999999999.0,2987,0,0,0,0.0,0.0
2023,19,IA,127,Marshall                      ,41,Corn                          ,1,YP        ,A    ,RBUP,0.75,3,3,0,3,0,Acres                    ,311.0,0,291457.0,2864.0,1576,0,0,0,0.0,0.0
2023,17,IL,59,Gallatin                      ,41,Corn                          ,1,YP        ,A    ,RBUP,0.6,1,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,20,KS,43,Doniphan                      ,11,Wheat                         ,2,RP        ,A    ,RBUP,0.6,1,1,1,3,3,Acres                    ,138.0,0,34789.0,4175.0,2671,0,0,0,10671.0,2.555928143712575
2023,39,OH,97,Madison                       ,41,Corn                          ,2,RP        ,A    ,RBUP,0.8,173,133,24,158,25,Acres                    ,35478.0,0,32901702.0,1598864.0,1029778,0,0,0,277728.0,0.17370332936384833
2023,46,SD,7,Bennett                       ,11,Wheat                         ,1,YP        ,A    ,RBUP,0.7,2,1,1,5,3,Acres                    ,259.0,0,45296.0,8572.0,5057,0,0,0,12734.0,1.4855342977134858
2023,38,ND,37,Grant                         ,11,Wheat                         ,2,RP        ,A    ,RBUP,0.75,144,89,12,178,13,Acres                    ,58053.0,0,15361035.0,3171697.0,2217152,0,0,0,297454.0,0.09378386396935143
2023,38,ND,39,Griggs                        ,11,Wheat                         ,1,YP        ,A    ,RBUP,0.6,1,1,0,2,0,Acres                    ,54.0,0,13512.0,715.0,458,0,0,0,0.0,0.0
2023,96,NE,135,Perkins                       ,81,Soybeans                      ,1,YP        ,A    ,RBUP,0.65,17,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,17,IL,71,Henderson                     ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.6,6,5,0,10,2,Acres                    ,1103.0,0,556743.0,20961.0,14699,0,0,0,4799.0,0.22894900052478412
2023,18,IN,47,  Franklin    ,11,Wheat                         ,2,RP        ,A    ,RBUP,0.85,1,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,46,SD,3,Aurora                        ,11,wheat                         ,1,YP        ,A    ,RBUP,0.65,6,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,31,NE,119,Madison                       ,41,Corn                          ,88,ECO-RP    ,A    ,RBUP,0.9,6,6,6,29,29,Acres                    ,0.0,2351,116454.0,45746.0,20130,0,0,0,85513.0,1.8693000480916364
2023,17,Il,171,Scott                         ,41,Corn                          ,1,YP        ,A    ,RBUP,0.6,4,1,0,1,0,Acres                    ,24.0,0,15930.0,350.0,224,0,0,0,0.0,0.0
2023,39,OH,135,Preble                        ,11,Wheat                         ,2,RP        ,A    ,RBUP,0.65,2,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,19,IA,77,Guthrie                       ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.6,1,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,48,TX,383,Reagan                        ,21,Cotton                        ,2,RP        ,A    ,RBUP,0.7,119,87,88,90,88,Acres                    ,34298.0,0,11641122.0,5295269.0,4211185,0,0,0,9026989.0,1.704727181942976
2023,38,ND,3,Barnes                        ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.8,97,77,57,97,66,Acres                    ,45291.0,0,19515731.0,2012919.0,1359116,0,0,0,1445276.0,0.7180000784929746
2023,27,mn,13,Blue Earth                    ,81,Soybeans                      ,32,SCO-RP    ,A    ,RBUP,0.8,8,7,0,38,0,Acres                    ,0.0,2914,146902.0,35341.0,22973,0,0,0,0.0,0.0
2024,46,SD,99,Minnehaha                     ,81,Soybeans                      ,1,YP        ,A    ,RBUP,0.7,9,6,0,11,0,Acres                    ,868.0,0,404225.0,16304.0,10402,0,0,0,0.0,0.0
2023,19,IA,111,Lee                           ,81,Soybeans                      ,1,YP        ,A    ,RBUP,0.5,3,3,0,5,0,Acres                    ,757.0,0,286907.0,3560.0,2827,0,0,0,0.0,0.0
2023,18,IN,31,Decatur                       ,81,Soybeans                      ,32,SCO-RP    ,A    ,RBUP,0.85,1,1,0,1,0,Acres                    ,0.0,4,36.0,10.0,7,0,0,0,0.0,0.0
2023,18,IN,47,Franklin                      ,11,Wheat                         ,2,RP        ,A    ,RBUP,0.85,1,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,19,IA,29,Cass                          ,41,Corn                          ,32,SCO-RP    ,A    ,RBUP,0.7,1,1,0,5,0,Acres                    ,0.0,580,123176.0,27284.0,17735,0,0,0,0.0,0.0
2023,17,IL,139,Moultrie                      ,81,Soybeans                      ,32,SCO-RP    ,A    ,RBUP,0.7,1,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,20,KS,85,Jackson                       ,41,Corn                          ,17,MP-HPO    ,A    ,RBUP,0.95,6,5,0,5,0,Acres                    ,0.0,1254,1166702.0,147157.0,64749,0,0,0,0.0,0.0
2023,31,NE,177,Washington                    ,81,Soybeans                      ,1,YP        ,A    ,RBUP,0.7,3,3,2,17,6,Acres                    ,435.0,0,228767.0,8891.0,5248,0,0,0,5470.0,0.6152288831402541
2023,46,SD,123,Tripp                         ,81,Soybeans                      ,1,YP        ,A    ,RBUP,0.85,1,1,0,3,0,Acres                    ,21.0,0,8085.0,2130.0,809,0,0,0,0.0,0.0
2023,20,KS,201,Washington                    ,11,Wheat                         ,1,YP        ,A    ,RBUP,0.75,6,2,2,2,2,Acres                    ,25.0,0,8874.0,708.0,389,0,0,0,3706.0,5.234463276836158
2023,31,ne,95,Jefferson                     ,81,Soybeans                      ,1,YP        ,A    ,RBUP,0.5,2,2,2,4,2,Acres                    ,195.0,0,82720.0,628.0,420,0,0,0,4105.0,6.536624203821656
2023,20,KS,205,Wilson                        ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.7,122,101,56,311,110,Acres                    ,14955.0,0,4391504.0,631300.0,409989,0,0,0,862317.0,1.3659385395216221
2023,46,SD,61,Hanson                        ,41,Corn                          ,32,SCO-RP    ,A    ,RBUP,0.7,2,1,0,5,0,Acres                    ,0.0,464,79739.0,25963.0,16876,0,0,0,0.0,0.0
2023,18,IN,87,Lagrange                      ,11,Wheat                         ,31,SCO-YP    ,A    ,RBUP,0.8,1,1,0,1,0,Acres                    ,0.0,106,3487.0,592.0,385,0,0,0,0.0,0.0
2023,19,IA,119,Lyon                          ,81,Soybeans                      ,1,YP        ,A    ,RBUP,0.8,4,3,0,4,0,Acres                    ,361.0,0,237624.0,6480.0,3682,0,0,0,0.0,0.0
2023,31,NE,21,,41,Corn                          ,1,YP        ,A    ,RBUP,0.65,11,11,0,28,0,Acres                    ,922.0,0,709005.0,26006.0,15345,0,0,0,0.0,0.0
2023,18,IN,133,Putnam                        ,41,Corn                          ,2,RP        ,A    ,RBUP,0.75,35,28,2,41,2,Acres                    ,3288.0,0,2932269.0,131074.0,94072,0,0,0,7712.0,0.058836992843737126
2023,17,IL,111,Mchenry                       ,81,Soybeans                      ,17,MP-HPO    ,A    ,RBUP,0.95,1,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,39,OH,99,Mahoning                      ,41,Corn                          ,2,RP        ,A    ,RBUP,0.7,10,8,0,8,0,Acres                    ,554.0,0,348398.0,28200.0,19249,0,0,0,0.0,0.0
2023,17,IL,179,Tazewell                      ,41,Corn                          ,1,YP        ,A    ,RBUP,0.85,27,23,5,45,8,Acres                    ,4152.0,0,4904397.0,152890.0,64877,0,0,0,53411.0,0.3493426646608673
2023,38,ND,5,Benson                        ,81,Soybeans                      ,32,SCO-RP    ,A    ,RBUP,0.8,2,2,0,8,0,Acres                    ,0.0,791,25726.0,10599.0,6889,0,0,0,0.0,0.0
2023,27,MN,81,Lincoln                       ,81,Soybeans                      ,1,YP        ,A    ,RBUP,0.7,1,1,0,1,0,Acres                    ,89.0,0,41774.0,1056.0,623,0,0,0,0.0,0.0
2023,46,SD,109,Roberts                       ,41,Corn                          ,17,MP-HPO    ,A    ,RBUP,0.95,43,41,37,41,37,Acres                    ,0.0,23887,29518655.0,1967784.0,880439,0,0,0,3306818.0,1.6804781419098844
2023,48,TX,65,Carson                        ,11,Wheat                         ,32,SCO-RP    ,A    ,RBUP,0.6,2,1,1,3,3,Acres                    ,0.0,188,10807.0,6441.0,4187,0,0,0,4799.0,0.7450706412047818
2023,31,NE,147,Richardson                    ,11,Wheat                         ,1,YP        ,A    ,RBUP,0.5,4,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2022,18,IN,71,Jackson                       ,41,Corn                          ,3,RPHPE     ,A    ,RBUP,0.5,1,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,20,ks,191,Sumner                        ,81,Soybeans                      ,1,YP        ,A    ,RBUP,0.75,19,6,6,19,13,Acres                    ,900.0,0,240838.0,57391.0,31565,0,0,0,92520.0,1.6120994581031869
2023,20,KS,127,Morris                        ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.75,145,115,114,251,249,Acres                    ,28624.0,0,10151297.0,1292163.0,883370,0,0,0,5666243.0,4.385083770391197
2023,19,IA,11,Benton                        ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.65,3,3,1,3,1,Acres                    ,466.0,0,248342.0,2507.0,1479,0,0,0,1910.0,0.7618667730355005
2023,48,TX,325,  Medina    ,41,Corn                          ,1,YP        ,A    ,RBUP,0.75,17,5,2,6,3,Acres                    ,801.0,0,334020.0,51235.0,30376,0,0,0,108846.0,2.1244461793695715
2023,39,OH,25,Clermont                      ,81,Soybeans                      ,32,SCO-RP    ,A    ,RBUP,0.5,2,2,0,14,0,Acres                    ,0.0,1672,434865.0,22484.0,14617,0,0,0,0.0,0.0
2023,20,KS,69,Gray                          ,41,Corn                          ,2,RP        ,A    ,RBUP,0.55,3,3,0,5,0,Acres                    ,532.0,0,416839.0,11048.0,7072,0,0,0,0.0,0.0
2023,20,KS,61,Geary                         ,81,Soybeans                      ,1,YP        ,A    ,RBUP,0.7,2,1,1,1,1,Acres                    ,14.0,0,5964.0,312.0,184,0,0,0,3212.0,10.294871794871796
2023,38,ND,43,Kidder                        ,41,Corn                          ,32,SCO-RP    ,A    ,RBUP,0.7,1,1,0,1,0,Acres                    ,0.0,36,3358.0,1060.0,689,0,0,0,0.0,0.0
2023,31,NE,23,Butler                        ,41,Corn                          ,2,RP        ,A    ,RBUP,0.65,40,28,13,160,34,Acres                    ,12994.0,0,11006617.0,309088.0,192261,0,0,0,371540.0,1.2020524899057874
2023,17,IL,1,  Adams    ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.8,456,368,93,565,119,Acres                    ,52915.0,0,33889885.0,1906695.0,1180304,4440,0,0,557422.0,0.29234985144451525
2023,27,MN,155,Traverse                      ,41,Corn                          ,88,ECO-RP    ,A    ,RBUP,0.95,6,4,4,11,11,Acres                    ,0.0,2450,192658.0,101242.0,44546,0,0,0,192658.0,1.9029454179095633
2023,20,KS,197,Wabaunsee                     ,11,Wheat                         ,1,YP        ,A    ,RBUP,0.7,5,1,1,1,1,Acres                    ,51.0,0,13154.0,1113.0,657,0,0,0,2385.0,2.142857142857143
2023,20,KS,191,Sumner                        ,41,Corn                          ,2,RP        ,A    ,RBUP,0.55,3,1,0,4,0,Acres                    ,328.0,0,189664.0,12685.0,8118,0,0,0,0.0,0.0
2023,20,KS,13,Brown                         ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.7,142,104,5,160,7,Acres                    ,12687.0,0,7064916.0,316297.0,216592,0,0,0,18763.0,0.05932082820893021
2023,20,KS,179,sheridan                      ,41,Corn                          ,2,RP        ,A    ,RBUP,0.65,41,22,14,62,28,Acres                    ,3978.0,0,2534978.0,231491.0,136581,0,0,0,356321.0,1.53924342631031
2023,17,IL,3,Alexander                     ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.6,7,6,2,25,6,Acres                    ,1487.0,0,626113.0,92933.0,63896,0,0,0,6677.0,0.07184745999806312
2023,17,IL,117,Macoupin                      ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.65,2,2,0,2,0,Acres                    ,45.0,0,25816.0,516.0,304,0,0,0,0.0,0.0
2023,39,OH,109,Miami                         ,41,Corn                          ,5,ARP       ,A    ,RBUP,0.9,1,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,48,tx,49,Brown                         ,11,Wheat                         ,2,RP        ,A    ,RBUP,0.65,2,1,1,8,1,Acres                    ,357.0,0,39807.0,18129.0,10697,0,0,0,8205.0,0.45258977329141153
2023,19,IA,153,Polk                          ,41,Corn                          ,2,RP        ,A    ,RBUP,0.85,177,132,47,247,78,Acres                    ,25435.0,0,25145230.0,1442522.0,656473,3411,0,0,595837.0,0.4130522792719972
2023,31,NE,167,Stanton                       ,41,Corn                          ,88,ECO-RP    ,A    ,RBUP,0.9,4,4,4,24,24,Acres                    ,0.0,1628,86995.0,44895.0,19755,0,0,0,86995.0,1.9377436240115826
2023,48,TX,153,Floyd                         ,41,Corn                          ,32,SCO-RP    ,A    ,RBUP,0.8,1,1,1,1,1,Acres                    ,0.0,18,1113.0,420.0,273,0,0,0,1113.0,2.65
2023,18,IN,125,Pike                          ,41,Corn                          ,2,RP        ,A    ,RBUP,0.65,4,3,1,7,1,Acres                    ,347.0,0,220008.0,44047.0,25988,0,0,0,234.0,0.005312507094694304
2023,20,KS,47,Edwards                       ,81,Soybeans                      ,1,YP        ,C    ,RCAT,0.5,1,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,18,IN,125,Pike                          ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.75,72,47,9,136,24,Acres                    ,9153.0,0,4858708.0,431731.0,275353,0,0,0,91914.0,0.2128964563582416
2023,48,TX,115,Dawson                        ,21,Cotton                        ,2,RP        ,A    ,RBUP,0.5,11,7,6,13,9,Acres                    ,943.0,0,426754.0,66635.0,45295,0,0,0,75697.0,1.135994597433781
2023,19,IA,195,Worth                         ,41,Corn                          ,2,RP        ,A    ,RBUP,0.8,293,249,138,398,212,Acres                    ,61951.0,0,61489627.0,3714136.0,2281319,538,0,0,4755270.0,1.2803166066078355
2023,38,ND,7,Billings                      ,41,Corn                          ,2,RP        ,A    ,RBUP,0.7,26,8,2,15,4,Acres                    ,1448.0,0,460606.0,60657.0,37579,0,0,0,26455.0,0.43614092355375306
2023,27,MN,133,rock                          ,41,Corn                          ,32,SCO-RP    ,A    ,RBUP,0.85,1,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,39,OH,15,  Brown    ,41,Corn                          ,32,SCO-RP    ,A    ,RBUP,0.5,1,1,0,4,0,Acres                    ,0.0,83,34093.0,3424.0,2225,0,0,0,0.0,0.0
2023,48,TX,49,Brown                         ,11,Wheat                         ,2,RP        ,A    ,RBUP,0.65,2,1,1,8,1,Acres                    ,357.0,0,39807.0,18129.0,10697,0,0,0,8205.0,0.45258977329141153
2023,17,IL,173,Shelby                        ,81,Soybeans                      ,1,YP        ,A    ,RBUP,0.85,12,12,2,13,2,Acres                    ,1223.0,0,871723.0,18898.0,8773,0,0,0,40327.0,2.1339295163509364
2023,27,MN,173,Yellow Medicine               ,11,Wheat                         ,3,RPHPE     ,A    ,RBUP,0.7,1,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,18,IN,153,Sullivan                      ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.8,80,57,21,160,35,Acres                    ,15058.0,0,9715496.0,727516.0,447090,0,0,0,173790.0,0.23888134419036833
2023,18,IN,125,Pike                          ,41,Corn                          ,32,SCO-RP    ,A    ,RBUP,0.7,3,1,0,3,0,Acres                    ,0.0,123,22450.0,5985.0,3891,0,0,0,0.0,0.0
2023,18,IN,127,Porter                        ,41,Corn                          ,32,SCO-RP    ,A    ,RBUP,0.65,0,0,0,1,0,Acres                    ,0.0,193,57369.0,9741.0,6332,0,0,0,0.0,0.0
2024,17,IL,83,Jersey                        ,41,Corn                          ,2,RP        ,A    ,RBUP,0.7,12,11,1,15,1,Acres                    ,1460.0,0,1331329.0,54992.0,37895,0,0,0,441.0,0.008019348268839105
2023,31,NE,1,Adams                         ,41,Corn                          ,2,RP        ,A    ,RBUP,0.85,28,23,24,40,33,Acres                    ,11948.0,0,14348444.0,982988.0,489489,0,0,0,1243644.0,1.265167021367504
2023,46,SD,87,Mccook                        ,81,Soybeans                      ,17,MP-HPO    ,A    ,RBUP,,88,74,57,76,59,Acres                    ,0.0,27891,18172281.0,1390900.0,617694,0,0,0,1172859.0,0.8432374721403408
2023,27,MN,73,Lac Qui Parle                 ,81,Soybeans                      ,88,ECO-RP    ,A    ,RBUP,0.95,42,40,40,193,193,Acres                    ,0.0,11667,699850.0,325708.0,144131,0,0,0,685124.0,2.103491470888035
2023,19,IA,127,MARSHALL                      ,81,Soybeans                      ,32,SCO-RP    ,A    ,RBUP,0.85,1,1,0,1,0,Acres                    ,0.0,71,581.0,158.0,103,0,0,0,0.0,0.0
2023,17,IL,79,,41,Corn                          ,1,YP        ,A    ,RBUP,0.85,1,1,0,1,0,Acres                    ,188.0,0,152703.0,11377.0,6030,0,0,0,0.0,0.0
2023,48,TX,215,Hidalgo                       ,11,Wheat                         ,2,RP        ,A    ,RBUP,0.7,2,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,39,OH,155,TRUMBULL                      ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.75,35,33,6,33,6,Acres                    ,5555.0,0,2665873.0,313514.0,238367,0,0,0,46021.0,0.14679089291068342
2023,27,mn,125,Red Lake                      ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.85,2,1,0,1,0,Acres                    ,161.0,0,67601.0,7644.0,0,0,0,0,0.0,0.0
2023,48,TX,357,Ochiltree                     ,41,Corn                          ,1,YP        ,A    ,RBUP,0.65,16,7,3,21,3,Acres                    ,3113.0,0,2486028.0,82763.0,48829,0,0,0,25582.0,0.3090994768193516
2023,46,SD,121,Todd                          ,41,,2,RP        ,A    ,RBUP,0.65,19,12,3,21,5,Acres                    ,3772.0,0,1567219.0,289502.0,179945,0,0,0,78427.0,0.2709031371113153
2023,31,NE,163,Sherman                       ,41,Corn                          ,1,YP        ,A    ,RBUP,0.65,3,1,0,6,1,Acres                    ,112.0,0,84416.0,3466.0,2044,0,0,0,2063.0,0.5952106174264281
2023,31,NE,139,Pierce                        ,81,Soybeans                      ,88,ECO-RP    ,A    ,RBUP,0.9,1,1,1,10,5,Acres                    ,0.0,648,21623.0,5947.0,2615,0,0,0,3180.0,0.5347233899445099
2023,19,IA,91,Humboldt                      ,41,Corn                          ,88,ECO-RP    ,A    ,RBUP,0.95,25,24,24,58,58,Acres                    ,0.0,5863,647105.0,331059.0,146894,0,0,0,647105.0,1.9546515877834465
2023,17,IL ,25,Clay                          ,41,Corn                          ,32,SCO-RP    ,A    ,RBUP,0.8,2,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,18,IN,147,Spencer                       ,81,Soybeans                      ,5,ARP       ,A    ,RBUP,0.9,2,2,0,4,0,Acres                    ,339.0,0,304089.0,17333.0,7626,0,0,0,0.0,0.0
2023,31,NE,133,Pawnee                        ,81,Soybeans                      ,1,YP        ,A    ,RBUP,0.7,5,4,0,5,0,Acres                    ,463.0,0,203702.0,10845.0,8317,0,0,0,0.0,0.0
2023,39,OH,31,Coshocton                     ,41,Corn                          ,88,ECO-RP    ,A    ,RBUP,0.95,2,2,0,14,0,Acres                    ,0.0,629,54408.0,28173.0,12397,0,0,0,0.0,0.0
2023,39,Oh,45,Fairfield                     ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.7,43,39,4,47,4,Acres                    ,10272.0,0,6023947.0,265388.0,208563,0,0,0,13288.0,0.05007008606267051
2023,17,IL,203,Woodford                      ,41,  Corn   ,88,ECO-RP    ,A    ,RBUP,0.95,57,53,53,150,150,Acres                    ,0.0,13615,1407115.0,765898.0,337681,0,0,0,1407115.0,1.8372093934179226
2023,31,NE,37,Colfax                        ,41,Corn                          ,1,YP        ,A    ,RBUP,0.7,5,4,0,5,0,Acres                    ,164.0,0,110709.0,5129.0,3025,0,0,0,0.0,0.0
2023,19,IA,63,Emmet                         ,41,Corn                          ,1,YP        ,A    ,RBUP,0.8,2,2,0,3,0,Acres                    ,446.0,0,596377.0,11140.0,7144,0,0,0,0.0,0.0
2023,39,OH,95,Lucas                         ,81,Soybeans                      ,1,YP        ,A    ,RBUP,0.85,1,1,0,1,0,Acres                    ,29.0,0,19937.0,1423.0,541,0,0,0,0.0,0.0
2023,18,IN,83,Knox                          ,81,Soybeans                      ,1,YP        ,C    ,RCAT,0.5,4,3,0,4,0,Acres                    ,2890.0,0,630609.0,10162.0,10162,0,0,0,0.0,0.0
2023,18,IN,39,Elkhart                       ,41,Corn                          ,2,RP        ,A    ,RBUP,0.6,3,2,0,2,0,Acres                    ,428.0,0,271231.0,4605.0,3500,0,0,0,0.0,0.0
2023,17,IL ,197,Will                          ,11,Wheat                         ,2,RP        ,A    ,RBUP,0.65,2,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,18,IN,91,,41,Corn                          ,1,YP        ,A    ,RBUP,0.5,7,6,0,7,0,Acres                    ,3152.0,0,1837523.0,14626.0,11569,0,0,0,0.0,0.0
2023,18,IN,109,Morgan                        ,41,Corn                          ,17,MP-HPO    ,A    ,RBUP,0.95,8,8,0,9,0,Acres                    ,177.0,1357,1746599.0,217269.0,95598,0,0,0,0.0,0.0
2023,46,SD,31,Corson                        ,81,Soybeans                      ,1,YP        ,A    ,RBUP,0.7,2,1,1,1,1,Acres                    ,357.0,0,94270.0,11102.0,8882,0,0,0,61516.0,5.540983606557377
2023,18,IN,167,Vigo                          ,41,Corn                          ,1,YP        ,A    ,RBUP,0.75,1,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,99,IA,29,Cass                          ,41,Corn                          ,2,RP        ,A    ,RBUP,0.8,275,233,36,289,37,Acres                    ,52726.0,0,51335145.0,2600996.0,1652269,5180,0,0,443902.0,0.17066616019401798
2023,98,IL,135,Montgomery                    ,81,Soybeans                      ,88,ECO-RP    ,A    ,RBUP,0.9,10,10,0,57,0,Acres                    ,0.0,4423,139979.0,46596.0,20503,0,0,0,0.0,0.0
2023,46,SD,45,Edmunds                       ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.5,2,1,0,2,0,Acres                    ,179.0,0,60157.0,3638.0,2206,0,0,0,0.0,0.0
2023,48,TX,341,Moore                         ,41,Corn                          ,2,RP        ,A    ,RBUP,0.65,21,7,2,16,4,Acres                    ,970.0,0,718586.0,29636.0,17486,0,0,0,205047.0,6.918848697530031
2023,31,NE,161,Sheridan                      ,41,Corn                          ,17,MP-HPO    ,A    ,RBUP,0.95,1,1,0,3,0,Acres                    ,0.0,148,76922.0,7748.0,3410,0,0,0,0.0,0.0
2023,19,IA,29,Cass                          ,41,Corn                          ,3,RPHPE     ,A    ,RBUP,0.85,1,1,1,1,1,Acres                    ,220.0,0,252673.0,9883.0,5238,0,0,0,41541.0,4.203278356774259
2023,17,IL,105,Livingston                    ,81,Soybeans                      ,1,YP        ,A    ,RBUP,0.75,20,17,0,26,0,Acres                    ,625.0,0,389796.0,3556.0,1959,49,0,0,0.0,0.0
2023,27,MN,139,Scott                         ,41,Corn                          ,2,RP        ,A    ,RBUP,0.8,126,99,74,138,90,Acres                    ,19064.0,0,18444465.0,1362569.0,852835,0,0,0,1361754.0,0.9994018651532509
